"id","wta_car","wta_elec","wta_green","ifpollution","living_area_ln","age_ln","is_bachelor","location","female","married","income_level","youth","older_adults","partymember","province","weekday","ifsunny","caruse","conditioner1month","mainuseelec","heard_about_global_warming","know_about_low_carbon","know_about_carbon_neutrality","know_about_carbon_policy","publictrans","conditionernumber","energy_consume2020","weights"
3004,"1","3","2",0,4.60517018598809,3.58351893845611,0,"county seat",0,1,5,"1","1","0","Zhejiang","Tuesday","1",0,4,"1","no","heard but do not know","never","never",0,1,2678,0.29
946,"5","1","1",0,2.83321334405622,4.00733318523247,0,"city",1,1,4,"0","0","0","Beijing","Monday","1",1,7,"1","no","heard but do not know","never","never",2,1,2420,0.29
1024,"2","2","2",0,3.87120101090789,3.80666248977032,1,"city",0,1,5,"1","0","0","Beijing","Tuesday","1",1,4,"1","no","heard but do not know","heard but do not know","never",10,1,1418,0.29
2641,"2","2","1",0,4.17438726989564,3.52636052461616,0,"city",1,1,4,"0","0","0","Guangdong","Wednesday","0",1,3,"1","yes and agree","heard but do not know","heard but do not know","heard but do not know",8,1,1831,0.29
1686,"5","6","3",0,4.38202663467388,3.93182563272433,0,"county seat",0,1,5,"0","1","0","Hebei","Sunday","1",1,3,"0","no","never","never","never",3,1,1400,1.19482951909191
1011,"4","7","4",0,3.55534806148941,3.87120101090789,1,"city",1,1,4,"0","0","0","Guangdong","Tuesday","1",1,6,"1","yes and agree","heard and know","never","never",2,1,6614,0.29
1152,"6","6","6",0,4.78749174278205,3.58351893845611,0,"rural",0,1,4,"0","0","0","Hebei","Wednesday","1",1,1,"1","no","never","never","never",0,1,3150,2.38674340621992
1658,"5","5","6",0,5.01063529409626,3.80666248977032,0,"city",1,1,6,"1","0","0","Zhejiang","Sunday","1",0,2,"1","yes and agree","familiar","familiar","familiar",7,1,5417,0.29
385,"7","6","6",0,4.90527477843843,2.99573227355399,1,"city",1,0,4,"1","1","0","Guangdong","Thursday","1",0,7,"1","yes and agree","heard and know","heard but do not know","heard but do not know",10,1,6000,0.591478324546551
1813,"7","7","7",1,4.31748811353631,3.71357206670431,0,"city",0,1,4,"1","1","0","Hebei","Monday","1",0,0,"1","yes and agree","heard and know","heard and know","heard and know",0,0,2000,0.29
2349,"6","6","6",0,4.70048036579242,3.46573590279973,0,"rural",0,1,5,"1","0","0","Guangdong","Saturday","0",0,7,"1","yes but disagree","never","never","heard but do not know",0,1,2535,2.94280958926656
2254,"6","6","6",0,4.53259949315326,3.09104245335832,1,"county seat",1,0,6,"1","0","0","Guangdong","Friday","0",0,0,"1","yes and agree","heard and know","heard and know","heard and know",0,0,5362,0.538035190623942
1326,"2","2","1",0,5.19295685089021,2.56494935746154,0,"rural",1,0,4,"1","0","0","Beijing","Friday","1",1,3,"1","no","never","never","never",0,1,2100,6.52022778875494
2411,"4","2","2",0,4.02535169073515,3.58351893845611,0,"county seat",1,1,2,"1","1","0","Guangdong","Sunday","0",1,4,"1","yes and agree","heard but do not know","heard but do not know","never",14,1,4190,0.29
104,"4","5","6",0,4.44265125649032,3.66356164612965,1,"county seat",1,1,5,"1","0","0","Hebei","Friday","0",0,0,"1","yes and agree","heard but do not know","never","never",3,0,3125,0.29
985,"4","1","2",0,3.91202300542815,4.07753744390572,0,"city",0,1,5,"1","0","0","Beijing","Monday","1",1,0,"1","yes and agree","heard but do not know","heard but do not know","never",6,0,1320,0.29
1036,"5","6","5",0,3.58351893845611,3.49650756146648,0,"county seat",1,1,3,"0","0","1","Beijing","Tuesday","1",1,0,"1","no","heard but do not know","heard but do not know","never",2,0,1091,0.29
1124,"5","5","5",0,5.07517381523383,3.97029191355212,0,"rural",0,1,3,"0","1","0","Hebei","Wednesday","1",1,3,"1","yes and agree","heard but do not know","never","never",0,1,2600,0.398026966846938
1388,"1","2","1",0,5.19295685089021,3.91202300542815,0,"rural",0,1,6,"0","0","0","Beijing","Friday","0",1,4,"1","no","heard but do not know","never","never",0,1,3600,0.455941939130763
1039,"2","3","3",0,3.46573590279973,4.06044301054642,0,"city",0,1,3,"0","0","0","Beijing","Tuesday","1",1,0,"1","yes and agree","heard and know","heard and know","never",1,0,1000,4.65015282022519
816,"3","7","2",0,4.38202663467388,3.55534806148941,0,"city",0,1,6,"1","1","0","Zhejiang","Sunday","0",0,2,"1","yes but disagree","heard and know","heard and know","heard and know",1,1,1929,0.29
2963,"7","7","4",0,5.29831736654804,3.78418963391826,0,"rural",0,1,3,"1","1","0","Zhejiang","Monday","1",0,3,"1","yes and agree","heard and know","heard but do not know","never",0,1,3850,0.603923186948272
2341,"7","7","5",0,3.91202300542815,3.3322045101752,0,"city",1,0,4,"1","0","0","Guangdong","Saturday","0",1,1,"1","yes and agree","heard and know","heard but do not know","heard but do not know",12,1,1901,0.408207026552079
395,"2","2","1",1,5.19295685089021,3.40119738166216,0,"rural",0,1,1,"1","0","0","Hebei","Thursday","1",0,7,"1","yes but disagree","heard but do not know","heard but do not know","never",0,1,7420,0.415207278514148
622,"7","7","2",1,3.80666248977032,3.76120011569356,1,"city",1,1,6,"1","0","0","Zhejiang","Friday","1",0,3,"1","yes and agree","heard and know","never","heard and know",0,1,2400,0.29
3143,"7","7","7",0,4.21950770517611,3.87120101090789,0,"city",1,1,5,"1","0","0","Guangdong","Wednesday","1",1,6,"1","yes and agree","familiar","familiar","heard and know",12,1,5357,0.29
1612,"5","6","6",0,4.38202663467388,3.04452243772342,1,"county seat",0,0,4,"0","0","0","Beijing","Saturday","1",1,0,"1","yes and agree","heard but do not know","heard but do not know","heard but do not know",10,0,1225,0.681694532917722
2531,"7","7","1",0,5.01063529409626,4.18965474202643,0,"county seat",1,1,4,"0","1","0","Zhejiang","Tuesday","0",0,3,"1","yes and agree","heard but do not know","never","never",0,1,5000,0.47433696325933
1041,"2","4","3",0,4.49980967033027,3.89182029811063,1,"county seat",0,1,4,"0","0","0","Hebei","Tuesday","1",0,0,"1","yes and agree","heard but do not know","heard but do not know","never",14,0,1875,0.29
1218,"6","6","6",0,4.00733318523247,3.40119738166216,0,"county seat",1,1,4,"1","0","0","Beijing","Thursday","1",1,2,"1","yes and agree","heard but do not know","heard but do not know","heard but do not know",4,1,2667,0.373432195785504
2692,"1","7","1",0,3.91202300542815,3.52636052461616,0,"county seat",1,1,4,"0","0","0","Guangdong","Thursday","1",1,5,"1","yes and agree","heard and know","heard and know","heard but do not know",10,1,2622,0.29
1486,"7","1","1",0,4.15888308335967,3.49650756146648,0,"city",0,1,4,"1","0","0","Guangdong","Saturday","1",1,7,"1","yes and agree","heard and know","never","never",14,1,3500,0.389552227928835
2318,"4","7","4",0,4.24849524204936,3.43398720448515,1,"city",1,1,2,"1","0","0","Hebei","Saturday","1",1,1,"1","yes and agree","never","never","never",2,1,1628,0.357396571614206
1249,"5","3","4",0,4.31748811353631,3.3322045101752,0,"rural",0,0,3,"0","0","0","Guangdong","Thursday","1",1,4,"1","yes and agree","heard but do not know","heard but do not know","never",12,1,1500,0.45471999336061
2314,"7","6","4",0,4.00733318523247,3.52636052461616,0,"city",1,0,5,"0","0","0","Beijing","Saturday","1",1,0,"1","yes but disagree","heard but do not know","never","never",6,0,1486,0.29
2518,"7","7","7",0,4.44265125649032,3.58351893845611,1,"city",1,1,7,"1","0","0","Guangdong","Tuesday","1",0,7,"1","yes and agree","heard and know","never","heard but do not know",15,1,5357,0.29
1134,"6","3","2",1,4.24849524204936,3.97029191355212,0,"city",1,1,3,"0","0","0","Beijing","Wednesday","0",1,0,"1","no","never","never","never",16,0,2800,0.358311938089575
1466,"6","6","6",0,5.29831736654804,4.36944785246702,0,"rural",0,1,4,"0","1","0","Hebei","Saturday","1",1,3,"1","yes and agree","heard and know","heard and know","heard and know",0,1,1300,0.29
121,"2","4","1",0,4.60517018598809,4.07753744390572,0,"rural",1,1,5,"1","1","0","Hebei","Saturday","1",1,0,"0","no","never","never","never",2,0,1875,0.612176017921065
1111,"1","2","1",0,4.60517018598809,3.85014760171006,0,"rural",1,1,1,"0","0","0","Beijing","Wednesday","1",1,0,"1","yes and agree","heard but do not know","never","never",0,0,2080,1.10583714859619
1082,"5","4","4",0,4.02535169073515,4.17438726989564,0,"city",1,1,3,"1","0","0","Beijing","Tuesday","1",1,0,"1","no","never","never","never",2,0,780,0.496825872670163
2399,"4","4","4",0,4.55387689160054,3.71357206670431,0,"county seat",1,1,4,"1","0","0","Guangdong","Sunday","0",0,3,"1","no","never","never","never",0,1,2232,1.62766381677959
2952,"6","4","5",0,5.28826703069454,3.09104245335832,0,"rural",0,0,3,"1","0","0","Zhejiang","Monday","1",0,0,"0","yes but disagree","never","heard but do not know","heard but do not know",7,0,1407,0.602236548090819
1222,"7","7","4",0,3.68887945411394,4.02535169073515,0,"county seat",1,0,2,"0","0","0","Beijing","Thursday","1",1,1,"1","no","never","never","never",0,1,2600,0.764139741732958
1066,"2","2","2",0,3.63758615972639,4.12713438504509,0,"city",0,1,3,"0","1","0","Beijing","Tuesday","1",1,0,"1","yes and agree","heard but do not know","heard but do not know","never",14,0,1956,0.29
101,"1","1","2",0,3.91202300542815,3.25809653802148,1,"city",0,1,3,"1","1","0","Guangdong","Friday","1",1,0,"1","yes but disagree","familiar","heard but do not know","heard but do not know",8,0,1176,0.536869282371849
1035,"4","4","2",0,3.97029191355212,3.93182563272433,0,"city",1,1,5,"0","0","0","Beijing","Tuesday","1",0,4,"1","no","never","never","never",2,1,1800,0.29
1144,"6","6","5",0,5.06259503302697,4.21950770517611,0,"rural",0,1,3,"0","1","0","Hebei","Wednesday","0",1,2,"1","no","never","never","never",0,1,2182,2.52793305234581
593,"7","4","1",1,4.02535169073515,3.40119738166216,1,"rural",0,1,3,"0","0","0","Beijing","Thursday","0",1,1,"1","yes and agree","heard but do not know","heard but do not know","heard but do not know",10,1,2400,0.415207278514148
122,"1","1","1",0,3.97029191355212,3.25809653802148,1,"city",1,1,3,"1","1","0","Guangdong","Saturday","1",1,0,"1","yes but disagree","heard and know","heard and know","heard and know",6,0,857,0.446925814010253
943,"4","7","4",0,4.17438726989564,3.46573590279973,0,"city",1,1,3,"0","0","0","Hebei","Monday","1",1,0,"1","yes and agree","heard and know","never","never",2,0,1714,0.29
1128,"6","6","6",0,4.60517018598809,4.12713438504509,0,"rural",1,0,4,"0","1","0","Hebei","Wednesday","1",1,4,"0","yes and agree","never","never","never",0,1,1650,0.531008301202758
929,"1","1","1",0,3.73766961828337,4.06044301054642,0,"city",0,0,1,"0","0","0","Beijing","Sunday","0",1,0,"1","no","never","never","never",0,0,1200,0.29
600,"7","7","7",1,4.21950770517611,3.78418963391826,0,"county seat",0,1,4,"1","0","0","Hebei","Friday","0",0,0,"1","yes and agree","heard but do not know","heard but do not know","never",2,0,4800,1.70972336206423
922,"4","4","5",0,3.68887945411394,3.97029191355212,0,"city",1,1,4,"1","0","0","Beijing","Sunday","1",1,0,"1","no","heard but do not know","heard but do not know","heard but do not know",10,0,2860,0.358311938089575
816,"1","1","1",0,4.48863636973214,3.58351893845611,0,"rural",1,1,4,"1","1","0","Beijing","Sunday","1",1,3,"1","yes and agree","heard but do not know","never","never",2,1,1625,0.734314968914343
131,"5","3","4",0,4.44265125649032,3.52636052461616,0,"county seat",0,0,2,"0","1","0","Hebei","Saturday","1",1,0,"1","yes and agree","heard but do not know","never","never",0,0,1500,2.87804943827722
3339,"4","2","4",0,4.49980967033027,3.36729582998647,0,"county seat",1,1,2,"1","0","0","Guangdong","Friday","1",0,5,"1","yes and agree","heard but do not know","never","heard but do not know",0,1,4725,0.390352736240351
1158,"5","6","4",0,4.38202663467388,3.73766961828337,0,"county seat",1,1,3,"1","0","0","Beijing","Wednesday","1",1,3,"1","yes but disagree","heard but do not know","heard but do not know","heard but do not know",12,1,2276,0.29
941,"7","7","7",0,4.04305126783455,4.12713438504509,0,"city",1,1,4,"0","1","0","Hebei","Monday","1",1,1,"1","no","heard and know","never","never",0,1,720,0.29
994,"2","7","1",0,3.68887945411394,3.89182029811063,0,"city",0,1,3,"1","0","0","Beijing","Tuesday","1",0,0,"1","yes and agree","heard and know","never","never",0,0,2058,0.29
1454,"7","7","4",0,5.01063529409626,3.40119738166216,0,"rural",1,1,4,"1","0","0","Hebei","Saturday","1",0,3,"1","no","heard but do not know","never","never",0,1,1400,0.29
1352,"4","4","4",0,4.31748811353631,3.46573590279973,0,"county seat",1,1,5,"1","0","0","Guangdong","Friday","1",0,3,"1","yes but disagree","never","never","never",0,1,3000,0.29
1083,"1","2","2",0,3.68887945411394,4.07753744390572,0,"rural",0,1,4,"0","0","1","Beijing","Tuesday","1",1,0,"1","no","heard but do not know","never","never",0,0,4400,0.29
3241,"7","5","3",0,4.36944785246702,3.36729582998647,0,"county seat",1,1,6,"1","0","0","Guangdong","Thursday","1",0,5,"1","yes and agree","never","never","never",0,1,3105,3.04054345834172
3094,"7","7","4",0,4.60517018598809,3.91202300542815,1,"county seat",1,1,5,"0","0","0","Guangdong","Wednesday","0",0,6,"1","yes and agree","heard and know","never","never",10,1,3385,0.29
885,"4","5","5",0,4.24849524204936,4.14313472639153,0,"city",1,1,5,"1","1","0","Hebei","Sunday","0",0,0,"1","yes and agree","heard but do not know","heard but do not know","heard but do not know",3,0,2200,0.29
1115,"7","7","4",1,3.68887945411394,3.49650756146648,0,"city",1,1,4,"1","0","0","Beijing","Wednesday","0",0,0,"1","no","heard and know","never","never",2,0,2818,0.29
1839,"1","1","1",0,3.91202300542815,3.61091791264422,0,"county seat",0,1,1,"1","0","0","Guangdong","Tuesday","0",1,3,"1","yes but disagree","heard but do not know","never","never",0,1,347,0.918200648896206
2505,"7","7","1",0,4.78749174278205,4.02535169073515,0,"county seat",1,1,5,"1","1","0","Zhejiang","Tuesday","0",0,3,"1","yes but disagree","never","never","never",0,1,3600,4.19349705907806
2162,"7","7","7",0,4.21950770517611,3.49650756146648,0,"city",1,1,3,"1","0","0","Hebei","Thursday","0",1,0,"1","yes but disagree","heard but do not know","never","never",10,0,1972,0.29
2398,"7","7","7",0,3.80666248977032,3.49650756146648,1,"county seat",1,1,2,"1","0","0","Guangdong","Sunday","1",1,5,"1","no","heard but do not know","never","never",14,1,675,0.29
193,"3","4","3",0,4.66343909411207,3.09104245335832,0,"city",0,0,3,"1","0","0","Hebei","Sunday","1",1,0,"1","yes and agree","heard and know","heard but do not know","never",20,0,3015,5.42277685813814
162,"7","7","1",1,4.24849524204936,4.0943445622221,0,"city",1,1,5,"1","1","0","Hebei","Saturday","1",1,1,"1","yes and agree","heard but do not know","heard but do not know","heard but do not know",0,1,1400,0.29
1220,"1","5","1",0,5.07517381523383,3.76120011569356,0,"rural",1,1,4,"1","1","0","Zhejiang","Thursday","0",0,4,"1","yes and agree","heard and know","heard but do not know","never",0,1,6480,0.29
1204,"7","5","6",0,5.01063529409626,4.11087386417331,0,"rural",1,1,4,"1","1","0","Zhejiang","Thursday","0",0,3,"1","no","never","never","never",0,1,4267,2.96544933178523
3321,"7","7","2",0,4.27666611901606,3.49650756146648,1,"county seat",0,1,4,"1","1","0","Guangdong","Thursday","1",0,1,"1","yes and agree","heard and know","heard but do not know","heard but do not know",4,1,1625,0.389552227928835
2312,"5","3","4",0,4.46590811865458,2.89037175789616,0,"city",0,0,1,"1","1","0","Guangdong","Saturday","1",1,3,"1","yes and agree","heard and know","never","never",2,1,1143,2.4292807345692
2645,"4","4","4",0,3.68887945411394,3.3322045101752,1,"city",1,0,4,"0","1","0","Guangdong","Wednesday","1",1,7,"1","yes and agree","heard and know","heard and know","heard and know",10,1,758,0.408207026552079
1408,"5","5","3",0,3.40119738166216,3.80666248977032,0,"city",1,1,3,"1","0","0","Beijing","Saturday","1",1,4,"1","yes but disagree","heard but do not know","never","never",4,1,1200,0.29
3116,"3","7","1",1,4.61512051684126,3.2188758248682,0,"county seat",0,0,4,"0","1","0","Guangdong","Thursday","1",0,4,"1","yes and agree","heard and know","heard and know","heard but do not know",12,1,4826,0.562809000235141
1113,"7","6","6",0,3.91202300542815,4.0943445622221,0,"city",0,1,2,"0","1","0","Guangdong","Wednesday","1",1,7,"1","yes but disagree","heard and know","heard but do not know","heard but do not know",3,1,3520,0.29
3126,"7","7","7",0,4.38202663467388,3.46573590279973,1,"county seat",1,1,5,"0","0","0","Guangdong","Wednesday","1",1,5,"1","yes and agree","heard but do not know","heard but do not know","heard but do not know",20,1,10202,0.29
2461,"6","7","5",0,4.33073334028633,3.43398720448515,0,"city",1,1,4,"1","1","0","Hebei","Monday","1",0,7,"1","yes and agree","heard but do not know","never","never",2,1,1615,0.357396571614206
1135,"7","7","7",0,5.01063529409626,4.29045944114839,0,"rural",1,1,3,"0","1","0","Hebei","Wednesday","1",1,3,"1","no","never","never","never",0,1,150,1.58824844458593
1324,"3","4","2",0,5.07517381523383,3.09104245335832,0,"rural",1,0,3,"0","0","0","Guangdong","Friday","1",1,0,"1","yes and agree","heard and know","never","never",2,0,4838,0.49978527711044
3114,"7","5","2",0,4.36944785246702,3.36729582998647,1,"city",1,0,4,"0","0","0","Guangdong","Wednesday","1",1,2,"0","yes and agree","heard but do not know","never","never",10,1,2370,0.390352736240351
198,"6","7","4",0,3.91202300542815,3.63758615972639,0,"city",1,1,4,"1","0","0","Zhejiang","Sunday","0",0,3,"1","yes and agree","never","never","heard but do not know",6,1,1250,0.719284534475195
3163,"6","6","6",0,4.98360662170834,3.49650756146648,1,"county seat",1,0,4,"0","1","0","Guangdong","Wednesday","0",1,4,"1","yes but disagree","heard but do not know","heard and know","heard and know",0,1,1846,0.29
1438,"4","2","2",0,5.85793315448346,3.52636052461616,0,"rural",1,1,3,"1","0","0","Hebei","Saturday","1",0,4,"1","yes but disagree","heard but do not know","never","never",6,1,1650,2.15559987338665
2631,"7","7","2",0,4.38202663467388,3.66356164612965,0,"city",1,1,5,"1","1","0","Guangdong","Wednesday","0",1,4,"1","yes and agree","heard and know","heard but do not know","heard but do not know",2,1,4430,0.29
913,"1","1","1",0,4.72738781871234,4.00733318523247,0,"rural",1,1,1,"0","0","0","Beijing","Sunday","1",1,4,"1","yes and agree","heard and know","never","never",0,1,1320,4.06776977073636
143,"6","6","4",0,4.33073334028633,3.63758615972639,1,"city",0,1,1,"1","0","0","Zhejiang","Saturday","1",1,2,"1","yes and agree","heard but do not know","heard but do not know","heard but do not know",0,1,1796,0.29
1610,"4","4","4",0,4.70048036579242,3.58351893845611,0,"county seat",0,1,5,"1","0","1","Hebei","Sunday","1",0,2,"1","yes and agree","heard but do not know","heard but do not know","never",0,1,2708,0.965183909066345
609,"4","5","4",1,4.53259949315326,3.97029191355212,0,"rural",1,1,2,"0","0","0","Hebei","Friday","1",1,0,"1","yes and agree","heard but do not know","never","never",0,0,3058,0.819571437944908
2620,"7","7","1",0,3.97029191355212,3.58351893845611,1,"city",1,1,2,"1","0","0","Guangdong","Wednesday","0",1,7,"1","yes and agree","heard but do not know","never","never",4,1,4167,0.29
1321,"4","7","4",0,4.40671924726425,3.43398720448515,1,"city",0,1,4,"1","0","0","Beijing","Friday","1",0,0,"1","yes and agree","heard and know","heard but do not know","heard but do not know",10,0,671,0.426155297891374
3091,"4","4","4",0,4.55387689160054,3.09104245335832,0,"rural",0,0,4,"0","0","0","Guangdong","Wednesday","1",1,7,"1","yes and agree","heard and know","heard and know","never",12,1,1421,1.81781554844494
1859,"6","6","6",0,3.80666248977032,3.43398720448515,0,"city",1,1,2,"0","0","0","Guangdong","Tuesday","0",0,5,"1","no","never","never","never",0,1,1667,0.357396571614206
1131,"5","5","5",0,4.44265125649032,3.49650756146648,0,"county seat",0,1,5,"1","0","0","Guangdong","Monday","0",0,3,"1","yes and agree","heard but do not know","heard but do not know","never",0,1,2000,0.389552227928835
2208,"2","2","1",0,3.68887945411394,3.43398720448515,1,"county seat",1,0,4,"0","0","0","Guangdong","Thursday","1",1,3,"1","yes but disagree","never","never","never",10,1,2321,0.357396571614206
2469,"4","7","7",0,4.02535169073515,3.66356164612965,0,"county seat",0,1,2,"1","0","1","Guangdong","Monday","0",1,7,"1","yes and agree","heard and know","heard and know","heard and know",10,1,2347,0.29
3348,"7","7","7",0,3.68887945411394,2.99573227355399,0,"rural",0,0,4,"1","1","0","Guangdong","Friday","1",1,0,"1","yes and agree","heard and know","heard and know","heard and know",0,0,1359,2.0164038403666
1139,"4","4","4",0,4.86753445045558,3.73766961828337,0,"rural",0,1,6,"1","1","0","Guangdong","Monday","0",0,5,"1","yes and agree","never","heard but do not know","never",0,1,11111,0.664838949731211
1819,"2","4","5",1,4.74493212836325,3.04452243772342,1,"city",1,0,3,"0","0","0","Zhejiang","Tuesday","1",0,4,"1","yes and agree","heard and know","heard but do not know","heard but do not know",8,1,1500,0.564039248433492
1269,"2","2","1",0,5.19295685089021,2.63905732961526,0,"rural",0,0,6,"1","1","0","Beijing","Thursday","1",1,3,"1","yes and agree","never","never","never",14,1,2100,7.62989449113376
2995,"4","4","4",0,4.38202663467388,3.66356164612965,0,"city",1,1,6,"1","0","0","Guangdong","Tuesday","1",0,5,"1","yes and agree","heard but do not know","never","never",0,1,1560,0.685161404941599
2335,"7","7","7",0,3.91202300542815,3.43398720448515,0,"city",0,0,1,"0","0","0","Hebei","Saturday","1",1,0,"1","yes and agree","never","never","never",0,0,2200,1.241974008131
3131,"7","7","7",0,4.55387689160054,3.40119738166216,1,"city",1,0,3,"1","1","0","Guangdong","Wednesday","1",0,6,"1","yes and agree","heard but do not know","heard but do not know","heard but do not know",5,1,893,0.373432195785504
1161,"4","4","2",1,4.86753445045558,3.63758615972639,0,"rural",0,1,3,"1","0","0","Hebei","Wednesday","0",0,3,"1","no","never","never","never",4,1,2625,2.15043174265372
1135,"5","5","7",0,4.86753445045558,3.55534806148941,0,"rural",0,1,5,"1","0","0","Guangdong","Monday","0",0,4,"1","yes and agree","heard and know","never","never",0,1,4667,0.29
1229,"2","2","3",1,4.60517018598809,3.71357206670431,0,"rural",0,1,4,"1","0","0","Zhejiang","Thursday","0",0,2,"1","yes but disagree","heard but do not know","never","never",0,1,2133,0.697840596786466
2662,"4","1","1",0,3.40119738166216,3.09104245335832,1,"city",0,0,3,"0","0","0","Guangdong","Wednesday","0",1,0,"1","yes and agree","heard but do not know","heard but do not know","heard but do not know",0,0,358,0.649537298301348
803,"1","4","1",0,3.93182563272433,3.73766961828337,0,"county seat",1,1,6,"1","0","0","Beijing","Sunday","1",0,4,"1","no","heard but do not know","never","never",6,1,2800,1.54603395300811
991,"4","2","2",0,3.91202300542815,4.06044301054642,0,"city",0,1,1,"0","0","0","Beijing","Tuesday","1",1,0,"1","yes but disagree","heard but do not know","heard but do not know","heard but do not know",10,0,4200,0.29
580,"1","3","2",0,4.80402104473326,3.68887945411394,0,"county seat",1,1,5,"1","0","0","Hebei","Thursday","0",1,2,"1","yes and agree","heard but do not know","never","never",2,1,4100,0.652822858651694
1322,"1","1","1",0,3.68887945411394,4.02535169073515,1,"city",0,0,4,"0","0","0","Beijing","Friday","1",1,4,"1","yes and agree","heard but do not know","heard but do not know","never",4,1,2000,0.29
1924,"7","7","5",0,3.97029191355212,3.76120011569356,0,"city",0,0,3,"0","0","0","Beijing","Tuesday","0",1,3,"1","yes and agree","heard and know","never","never",12,1,600,0.29
1264,"2","2","2",0,4.60517018598809,3.95124371858143,0,"rural",0,1,4,"0","1","0","Beijing","Thursday","1",1,3,"1","yes and agree","heard but do not know","never","heard but do not know",0,1,2400,1.04906162482667
3434,"6","2","2",0,4.20469261939097,3.49650756146648,1,"county seat",0,0,4,"1","0","0","Guangdong","Saturday","1",1,2,"1","yes and agree","heard but do not know","heard but do not know","heard but do not know",2,1,1404,0.389552227928835
1140,"4","4","4",0,4.17438726989564,4.17438726989564,0,"city",1,0,2,"0","1","0","Hebei","Monday","1",1,0,"1","yes and agree","never","never","never",0,0,1400,0.496825872670163
2386,"4","2","2",0,4.78749174278205,3.68887945411394,0,"city",0,1,6,"1","0","1","Guangdong","Sunday","0",0,5,"1","yes and agree","heard and know","never","never",0,1,12800,0.29
1109,"5","5","4",0,4.06044301054642,3.76120011569356,0,"county seat",1,1,4,"0","0","0","Beijing","Wednesday","1",1,3,"1","no","heard but do not know","never","heard but do not know",2,1,1418,1.468673196117
1058,"2","2","1",0,4.00733318523247,3.58351893845611,0,"city",1,1,3,"1","0","0","Beijing","Tuesday","1",1,3,"1","no","heard but do not know","never","never",2,1,715,0.793283902512309
3325,"5","4","1",0,4.55387689160054,3.17805383034795,1,"county seat",1,0,4,"0","0","0","Guangdong","Thursday","1",0,3,"1","yes and agree","heard but do not know","heard but do not know","heard but do not know",15,1,1768,0.490035858521876
311,"5","2","5",0,4.48863636973214,3.43398720448515,1,"city",0,1,6,"0","0","0","Guangdong","Thursday","1",1,0,"1","yes and agree","heard and know","heard and know","heard and know",10,0,3333,0.426155297891374
156,"6","6","6",1,4.0943445622221,3.66356164612965,1,"city",0,1,1,"1","1","0","Zhejiang","Saturday","0",0,3,"1","yes and agree","heard but do not know","never","never",0,1,2667,0.29
1068,"7","7","7",0,4.0943445622221,3.87120101090789,0,"city",0,1,4,"1","0","0","Guangdong","Tuesday","1",1,5,"1","yes but disagree","heard and know","heard but do not know","heard but do not know",20,1,5077,0.29
1211,"7","7","1",0,4.86753445045558,3.98898404656427,0,"rural",1,1,4,"1","0","0","Zhejiang","Thursday","0",0,3,"1","yes but disagree","heard but do not know","never","heard but do not know",0,1,4267,0.780203469208694
1091,"4","4","4",0,4.0943445622221,3.55534806148941,0,"county seat",1,1,3,"1","0","0","Beijing","Wednesday","1",1,2,"1","yes and agree","never","heard but do not know","heard but do not know",2,1,2182,0.833373707099913
1463,"5","5","5",0,4.47733681447821,3.85014760171006,1,"city",0,1,3,"1","0","0","Hebei","Saturday","1",0,3,"1","yes and agree","heard but do not know","heard but do not know","never",6,1,1250,0.29
2389,"6","6","6",0,3.80666248977032,3.68887945411394,0,"rural",1,1,4,"1","0","0","Guangdong","Sunday","0",0,7,"0","yes but disagree","heard but do not know","heard but do not know","heard and know",0,1,1200,1.58010954339234
1118,"2","2","1",0,4.0943445622221,4.06044301054642,0,"rural",1,1,2,"1","0","0","Beijing","Wednesday","1",1,3,"1","no","never","never","never",0,1,1859,3.47229660269936
1100,"7","7","7",0,4.86753445045558,4.06044301054642,0,"rural",1,1,5,"1","1","0","Zhejiang","Wednesday","1",0,3,"1","no","never","never","never",1,1,2400,0.642271492731298
2259,"6","5","6",1,4.86753445045558,3.95124371858143,0,"rural",0,1,2,"1","1","0","Guangdong","Friday","1",0,5,"1","yes and agree","heard but do not know","never","heard and know",0,1,4800,0.416304754962988
541,"5","7","7",0,4.56434819146784,3.43398720448515,1,"county seat",1,1,6,"1","0","0","Hebei","Wednesday","1",0,1,"1","yes and agree","heard and know","never","never",6,1,6400,0.357396571614206
926,"1","7","1",0,4.84418708645859,3.66356164612965,0,"county seat",0,1,4,"1","0","0","Beijing","Sunday","1",0,3,"1","no","heard but do not know","never","never",2,1,6514,0.29
3112,"4","7","1",0,4.07753744390572,3.85014760171006,0,"county seat",1,1,1,"1","0","0","Guangdong","Wednesday","1",1,5,"1","yes and agree","heard and know","heard but do not know","heard but do not know",10,1,7604,0.29
1102,"2","4","2",0,4.60517018598809,3.8286413964891,0,"rural",1,1,1,"0","0","0","Zhejiang","Wednesday","1",1,4,"1","yes but disagree","heard but do not know","never","never",0,1,300,0.456907118101897
2499,"7","7","1",0,4.89335213348152,4.11087386417331,1,"county seat",1,1,4,"1","1","1","Zhejiang","Tuesday","0",1,3,"1","yes and agree","heard and know","never","heard but do not know",0,1,6250,0.29
181,"5","5","4",0,4.86753445045558,3.89182029811063,0,"rural",0,1,6,"1","0","0","Hebei","Sunday","1",0,0,"0","yes and agree","heard but do not know","never","never",0,0,2291,1.22081469772307
